Conventions,abstract,date_created,file_path,geospatial_east_max,geospatial_east_min,geospatial_east_resolution,geospatial_east_units,geospatial_north_max,geospatial_north_min,geospatial_north_resolution,geospatial_north_units,history,keywords,location_accuracy_max,location_accuracy_min,survey_end_date,survey_start_date,title
"CF-1.6,ACDD-1.3","This gravity survey, 198650, Traverse Grav Survey SA 86E0 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:44:12.519373,K:\alex\198650.nc,138.15549,138.05553,point,degrees_east,-30.348242,-30.472965,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198650, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Traverse Grav Survey SA 86E0
"CF-1.6,ACDD-1.3","This gravity survey, 198651, Tasmanian Grav Data located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:45:00.010121,K:\alex\198651.nc,146.04434,145.212,point,degrees_east,-41.3685,-43.10761,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198651, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",35,35,,,Tasmanian Grav Data
"CF-1.6,ACDD-1.3","This gravity survey, 198652, SA Gravity Survey 1986O2 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:45:45.712691,K:\alex\198652.nc,134.47256,133.96274,point,degrees_east,-29.23352,-29.660423,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198652, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,SA Gravity Survey 1986O2
"CF-1.6,ACDD-1.3","This gravity survey, 198655, Kulgera Umbeara Grav Traverses located in NT measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:46:29.021021,K:\alex\198655.nc,134.09018,132.2331,point,degrees_east,-25.452759,-26.037159,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198655, AUS, NT, Earth sciences, geophysics, geoscientificInformation",-106,-106,30/06/1986 0:00,1/05/1986 0:00,Kulgera Umbeara Grav Traverses
"CF-1.6,ACDD-1.3","This gravity survey, 198656, EL1323 EL1324 EL1330 SA Detailed Gravity Traverses, Grid 86A6 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:47:14.110530,K:\alex\198656.nc,134.779,133.73636,point,degrees_east,-29.176735,-29.375324,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198656, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,29/07/1989 0:00,13/04/1986 0:00,"EL1323 EL1324 EL1330 SA Detailed Gravity Traverses, Grid 86A6"
"CF-1.6,ACDD-1.3","This gravity survey, 198657, EL1494 EL1145 Engenina SA Detailed Gravity Survey 86A5 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:47:59.716090,K:\alex\198657.nc,135.5424,135.10518,point,degrees_east,-29.305332,-29.702044,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198657, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,27/05/1992 0:00,6/05/1987 0:00,EL1494 EL1145 Engenina SA Detailed Gravity Survey 86A5
"CF-1.6,ACDD-1.3","This gravity survey, 198670, Grav Survey located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:48:44.315549,K:\alex\198670.nc,134.87546,134.51419,point,degrees_east,-33.01747,-33.31602,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198670, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Grav Survey
"CF-1.6,ACDD-1.3","This gravity survey, 198673, Traverses Grav Survey SA 86A3 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:49:31.458263,K:\alex\198673.nc,134.7739,134.64708,point,degrees_east,-27.187588,-27.257221,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198673, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Traverses Grav Survey SA 86A3
"CF-1.6,ACDD-1.3","This gravity survey, 198680, Stuart Shelf 86O0 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:50:18.947012,K:\alex\198680.nc,135.18692,134.00868,point,degrees_east,-29.032103,-29.603477,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198680, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Stuart Shelf 86O0
"CF-1.6,ACDD-1.3","This gravity survey, 198701, Manara Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:51:02.688385,K:\alex\198701.nc,143.28876,142.54567,point,degrees_east,-32.420696,-32.72899,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198701, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",100,100,20/03/1987 0:00,9/03/1987 0:00,Manara Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198702, Tumut Seismic Traverse, Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:51:47.411857,K:\alex\198702.nc,148.43073,147.99023,point,degrees_east,-35.011845,-35.26235,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198702, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",100,100,27/04/1987 0:00,11/06/1986 0:00,"Tumut Seismic Traverse, Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 198703, Clarence Moreton Basin Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:52:33.174433,K:\alex\198703.nc,152.91226,149.9774,point,degrees_east,-27.000711,-28.314003,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198703, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,5/07/1987 0:00,23/05/1987 0:00,Clarence Moreton Basin Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198704, Bowen - Conway Grav Traverses located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:53:19.638079,K:\alex\198704.nc,147.39978,147.33989,point,degrees_east,-20.98595,-21.385149,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198704, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,1/10/1987 0:00,19/09/1987 0:00,Bowen - Conway Grav Traverses
"CF-1.6,ACDD-1.3","This gravity survey, 198705, Bowen - Bimmera Grav Traverses located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:54:03.913506,K:\alex\198705.nc,147.38159,147.36789,point,degrees_east,-21.06795,-21.08605,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198705, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,5/11/1987 0:00,2/11/1987 0:00,Bowen - Bimmera Grav Traverses
"CF-1.6,ACDD-1.3","This gravity survey, 198706, Bowen Basin Grav Traverses located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:54:49.576072,K:\alex\198706.nc,147.86717,147.00488,point,degrees_east,-20.159552,-21.521748,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198706, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,8/12/1987 0:00,6/10/1987 0:00,Bowen Basin Grav Traverses
"CF-1.6,ACDD-1.3","This gravity survey, 198730, Bellata Area II, III, Moree Sheet Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:55:32.619376,K:\alex\198730.nc,149.84213,149.62334,point,degrees_east,-29.859621,-29.959223,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198730, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",100,100,,,"Bellata Area II, III, Moree Sheet Grav"
"CF-1.6,ACDD-1.3","This gravity survey, 198735, Victory-Sentinel Bore Grav located in NT,SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:56:16.767790,K:\alex\198735.nc,133.00269,131.9997,point,degrees_east,-25.492361,-26.016064,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198735, AUS, NT,SA, Earth sciences, geophysics, geoscientificInformation",-106,-106,17/07/1987 0:00,22/04/1987 0:00,Victory-Sentinel Bore Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198740, Collie - Bridgetown - Dinninup Grav located in WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:57:00.752188,K:\alex\198740.nc,116.99649,116.004486,point,degrees_east,-33.499794,-34.0258,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198740, AUS, WA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Collie - Bridgetown - Dinninup Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198741, Mildura detailed gravity located in VIC measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:57:46.721785,K:\alex\198741.nc,142.64784,142.07619,point,degrees_east,-34.248554,-34.800552,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198741, AUS, VIC, Earth sciences, geophysics, geoscientificInformation",100,100,,,Mildura detailed gravity
"CF-1.6,ACDD-1.3","This gravity survey, 198744, Otway Basin Detailed Grav PEP100 located in VIC measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:58:33.688481,K:\alex\198744.nc,144.20984,142.01187,point,degrees_east,-38.16863,-38.85412,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198744, AUS, VIC, Earth sciences, geophysics, geoscientificInformation",100,100,,,Otway Basin Detailed Grav PEP100
"CF-1.6,ACDD-1.3","This gravity survey, 198749, Tasmanian Grav Data located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T00:59:18.756987,K:\alex\198749.nc,145.68344,145.65646,point,degrees_east,-41.5734,-41.59628,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198749, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",100,100,,,Tasmanian Grav Data
"CF-1.6,ACDD-1.3","This gravity survey, 198750, Tasmanian Grav Data located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:00:06.671778,K:\alex\198750.nc,147.42139,146.52698,point,degrees_east,-42.88804,-43.606792,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198750, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",100,100,,,Tasmanian Grav Data
"CF-1.6,ACDD-1.3","This gravity survey, 198751, Tasmanian Grav Data located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:00:54.266537,K:\alex\198751.nc,147.62617,144.92317,point,degrees_east,-40.946503,-42.844322,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198751, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",100,100,,,Tasmanian Grav Data
"CF-1.6,ACDD-1.3","This gravity survey, 198752, Tasmanian Detailed Gravity located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:01:40.440154,K:\alex\198752.nc,145.55899,145.51672,point,degrees_east,-41.7538,-41.813538,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198752, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",100,100,,,Tasmanian Detailed Gravity
"CF-1.6,ACDD-1.3","This gravity survey, 198755, Traverse Grav Survey SA 87A0 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:02:26.006710,K:\alex\198755.nc,132.33621,131.99257,point,degrees_east,-31.62786,-31.915976,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198755, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Traverse Grav Survey SA 87A0
"CF-1.6,ACDD-1.3","This gravity survey, 198760, Grav Survey located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:03:12.320341,K:\alex\198760.nc,140.028,139.54161,point,degrees_east,-34.01574,-34.497974,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198760, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Grav Survey
"CF-1.6,ACDD-1.3","This gravity survey, 198762, Stuart Shelf located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:03:56.428752,K:\alex\198762.nc,135.46559,135.09381,point,degrees_east,-30.701323,-30.77414,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198762, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Stuart Shelf
"CF-1.6,ACDD-1.3","This gravity survey, 198763, Traverse Grav Survey SA 87A3 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:04:42.610369,K:\alex\198763.nc,138.4057,138.3275,point,degrees_east,-30.59505,-30.767353,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198763, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Traverse Grav Survey SA 87A3
"CF-1.6,ACDD-1.3","This gravity survey, 198782, EL1315 South Lake Mt Eba, SA  Detailed Gravity Traverses located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:05:27.799888,K:\alex\198782.nc,135.01183,134.90192,point,degrees_east,-30.821566,-30.965965,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198782, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,29/11/1987 0:00,10/10/1987 0:00,"EL1315 South Lake Mt Eba, SA  Detailed Gravity Traverses"
"CF-1.6,ACDD-1.3","This gravity survey, 198802, Canning Basin Seismic Line Grav located in WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:06:14.087516,K:\alex\198802.nc,123.9946,123.66794,point,degrees_east,-17.716276,-17.947104,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198802, AUS, WA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Canning Basin Seismic Line Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198803, Canning Basin Seismic Line Grav located in WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:07:00.739181,K:\alex\198803.nc,124.80461,123.698456,point,degrees_east,-17.453928,-18.78011,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198803, AUS, WA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Canning Basin Seismic Line Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198804, Canning Basin Seismic Line Grav located in WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:07:47.006807,K:\alex\198804.nc,124.475266,121.8838,point,degrees_east,-17.008598,-19.767126,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198804, AUS, WA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Canning Basin Seismic Line Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198834, Cobar Helicopter Grav located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:08:31.839290,K:\alex\198834.nc,147.0004,145.50322,point,degrees_east,-31.003357,-31.997654,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198834, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",100,100,,,Cobar Helicopter Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198842, Ouyen Region Grav located in VIC measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:09:16.950801,K:\alex\198842.nc,141.5217,140.93857,point,degrees_east,-35.0834,-35.900574,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198842, AUS, VIC, Earth sciences, geophysics, geoscientificInformation",100,100,,,Ouyen Region Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198843, Moe detailed gravity located in VIC measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:10:00.923197,K:\alex\198843.nc,146.3828,146.36528,point,degrees_east,-38.25631,-38.268482,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198843, AUS, VIC, Earth sciences, geophysics, geoscientificInformation",100,100,,,Moe detailed gravity
"CF-1.6,ACDD-1.3","This gravity survey, 198844, Healesville detailed gravity located in VIC measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:10:43.725477,K:\alex\198844.nc,145.65758,145.5839,point,degrees_east,-37.736877,-37.7833,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198844, AUS, VIC, Earth sciences, geophysics, geoscientificInformation",100,100,,,Healesville detailed gravity
"CF-1.6,ACDD-1.3","This gravity survey, 198849, Tasmanian Grav Data located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:11:30.050109,K:\alex\198849.nc,145.45459,145.43512,point,degrees_east,-41.876865,-41.890526,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198849, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",100,100,,,Tasmanian Grav Data
"CF-1.6,ACDD-1.3","This gravity survey, 198850, Tasmanian Grav Data located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:12:14.375541,K:\alex\198850.nc,145.68546,145.63739,point,degrees_east,-41.55952,-41.61266,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198850, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",100,100,,,Tasmanian Grav Data
"CF-1.6,ACDD-1.3","This gravity survey, 198851, Tasmanian Grav Data located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:13:01.081211,K:\alex\198851.nc,147.6517,144.76643,point,degrees_east,-40.91455,-42.890106,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198851, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",100,100,,,Tasmanian Grav Data
"CF-1.6,ACDD-1.3","This gravity survey, 198852, Grav Survey SA 88A1 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:13:47.268830,K:\alex\198852.nc,145.5196,137.82098,point,degrees_east,-33.698334,-41.837467,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198852, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Grav Survey SA 88A1
"CF-1.6,ACDD-1.3","This gravity survey, 198853, Grav Survey SA 88A2 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:14:34.434546,K:\alex\198853.nc,137.93912,137.77591,point,degrees_east,-33.64698,-33.863518,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198853, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Grav Survey SA 88A2
"CF-1.6,ACDD-1.3","This gravity survey, 198854, Tasmanian Detailed Gravity located in TAS measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:15:19.370039,K:\alex\198854.nc,145.5689,145.50182,point,degrees_east,-41.750847,-41.862633,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198854, AUS, TAS, Earth sciences, geophysics, geoscientificInformation",100,100,,,Tasmanian Detailed Gravity
"CF-1.6,ACDD-1.3","This gravity survey, 198855, Traverse Grav Survey SA 88A0 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:16:06.342736,K:\alex\198855.nc,134.90672,134.8743,point,degrees_east,-33.407074,-33.4379,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198855, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Traverse Grav Survey SA 88A0
"CF-1.6,ACDD-1.3","This gravity survey, 198858, NT Road Surveys 1987-1997 Musgrave Block located in NT measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:16:51.972298,K:\alex\198858.nc,131.07352,128.97075,point,degrees_east,-24.846373,-25.341906,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198858, AUS, NT, Earth sciences, geophysics, geoscientificInformation",-56,-56,,,NT Road Surveys 1987-1997 Musgrave Block
"CF-1.6,ACDD-1.3","This gravity survey, 198859, Collie Area Grav 1982-1991 located in WA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:17:37.580859,K:\alex\198859.nc,117.152084,116.13448,point,degrees_east,-33.3668,-33.9278,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198859, AUS, WA, Earth sciences, geophysics, geoscientificInformation",100,100,,,Collie Area Grav 1982-1991
"CF-1.6,ACDD-1.3","This gravity survey, 198863, SA Semi-Detailed Gravity Survey, 1988A3 located in SA measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:18:21.929293,K:\alex\198863.nc,139.03287,138.79158,point,degrees_east,-27.76572,-27.951616,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198863, AUS, SA, Earth sciences, geophysics, geoscientificInformation",100,100,,,"SA Semi-Detailed Gravity Survey, 1988A3"
"CF-1.6,ACDD-1.3","This gravity survey, 198889, Plenty Dam, Gravity Survey NT 1988 located in NT measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:19:05.455645,K:\alex\198889.nc,134.70195,134.5354,point,degrees_east,-22.816341,-23.043066,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198889, AUS, NT, Earth sciences, geophysics, geoscientificInformation",100,100,24/04/1988 0:00,15/04/1988 0:00,"Plenty Dam, Gravity Survey NT 1988"
"CF-1.6,ACDD-1.3","This gravity survey, 198899, Clermont North Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:19:51.887288,K:\alex\198899.nc,147.89412,147.32053,point,degrees_east,-22.067087,-22.992573,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198899, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",50,50,,,Clermont North Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198901, Rockhampton Grav along BMR Seismic Lines, Line 1 located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:20:39.263025,K:\alex\198901.nc,149.73557,148.43294,point,degrees_east,-23.337097,-23.701935,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198901, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,10/09/1989 0:00,28/08/1989 0:00,"Rockhampton Grav along BMR Seismic Lines, Line 1"
"CF-1.6,ACDD-1.3","This gravity survey, 198902, Rockhampton Grav along BMR Seismic Lines, Line 2 located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:21:25.138612,K:\alex\198902.nc,149.90457,149.49074,point,degrees_east,-22.743929,-22.901428,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198902, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,26/08/1989 0:00,23/08/1989 0:00,"Rockhampton Grav along BMR Seismic Lines, Line 2"
"CF-1.6,ACDD-1.3","This gravity survey, 198903, Rockhampton Grav along BMR Seismic Lines, Line 3 located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:22:11.320230,K:\alex\198903.nc,148.63959,148.56242,point,degrees_east,-23.593935,-23.926264,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198903, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,23/09/1989 0:00,22/09/1989 0:00,"Rockhampton Grav along BMR Seismic Lines, Line 3"
"CF-1.6,ACDD-1.3","This gravity survey, 198905, Charters Towers Grav located in QLD measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:22:56.374735,K:\alex\198905.nc,146.99956,145.50267,point,degrees_east,-19.99938,-21.083452,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198905, AUS, QLD, Earth sciences, geophysics, geoscientificInformation",100,100,31/10/2989 0:00,14/09/1989 0:00,Charters Towers Grav
"CF-1.6,ACDD-1.3","This gravity survey, 198906, Cobar Grav along Seismic Lines, Line 1 located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:23:42.503347,K:\alex\198906.nc,146.04654,145.72972,point,degrees_east,-31.968458,-32.047462,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198906, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",50,50,8/12/1989 0:00,6/12/1989 0:00,"Cobar Grav along Seismic Lines, Line 1"
"CF-1.6,ACDD-1.3","This gravity survey, 198907, Cobar Grav along Seismic Lines, Line 2 located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:24:28.909987,K:\alex\198907.nc,146.0057,145.51672,point,degrees_east,-31.570288,-31.849792,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198907, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",50,50,3/12/1989 0:00,29/11/1989 0:00,"Cobar Grav along Seismic Lines, Line 2"
"CF-1.6,ACDD-1.3","This gravity survey, 198908, Cobar Grav along Seismic Lines, Line 3 located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:25:16.819778,K:\alex\198908.nc,145.73021,145.28223,point,degrees_east,-31.11296,-31.519632,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198908, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",50,50,28/11/1989 0:00,21/11/1989 0:00,"Cobar Grav along Seismic Lines, Line 3"
"CF-1.6,ACDD-1.3","This gravity survey, 198920, BHP Mundi Mundi Gravity Survey located in NSW measures the slight variations in the earth's gravity based on the underlying structure or geology",2018-05-22T01:26:05.293625,K:\alex\198920.nc,141.23434,141.00082,point,degrees_east,-31.637201,-32.080353,point,degrees_north,Pulled from point gravity database at Geoscience Australia,"points, gravity, ground digital data, geophysical survey, survey 198920, AUS, NSW, Earth sciences, geophysics, geoscientificInformation",50,50,,,BHP Mundi Mundi Gravity Survey
